Name,Substation,Description,สถานที่ติดตั้ง,สถานที่,การไฟฟ้า,ประเภทอุปกรณ์,ใช้งาน/ไม่ใช้งาน
S1-RCS-0926,S1 FRTU,QTA02S-04,ระบบจำหน่าย,หน้า สฟฟ.ปะทิว,กฟส.ดอนยาง,FRTU-RCS,ใช้งาน
S1-RCS-0927,S1 FRTU,TSE01S-04,ระบบจำหน่าย,ร.ร.เนินสันติ,กฟส.ท่าแซะ,FRTU-RCS,ใช้งาน
S1-RCS-0928,S1 FRTU,TSE01S-05,ระบบจำหน่าย,เเยกไปสะพลี,กฟส.ท่าแซะ,FRTU-RCS,ใช้งาน
S1-RCS-0929,S1 FRTU,TSE04S-07,ระบบจำหน่าย,อนามันท่าแซะ,กฟส.ท่าแซะ,FRTU-RCS,ใช้งาน
S1-RCS-0930,S1 FRTU,TSE09S-05,ระบบจำหน่าย,ควิกลิสซิ่ง,กฟส.ท่าแซะ,FRTU-RCS,ใช้งาน
S1-RCS-0931,S1 FRTU,TSE09S-07,ระบบจำหน่าย,บ้าน กศน ท่าแซะ,กฟส.ท่าแซะ,FRTU-RCS,ใช้งาน
S1-RCS-0932,S1 FRTU,TSE10S-05,ระบบจำหน่าย,หน้่า กฟอ.ท่าแซะ,กฟส.ท่าแซะ,FRTU-RCS,ใช้งาน
S1-RCS-0933,S1 FRTU,TSE05S-03,ระบบจำหน่าย,หน้าสนง.ไฟฟ้าท่าแซะ,กฟส.ท่าแซะ,FRTU-RCS,ใช้งาน
S1-RCS-0934,S1 FRTU,TSE08S-15,ระบบจำหน่าย,สะพาน5,กฟส.ท่าแซะ,FRTU-RCS,ใช้งาน
S1-RCS-0935,S1 FRTU,CPA06S-36,ระบบจำหน่าย,ร.ร.อนุบาลชุมพร,กฟส.เมืองชุมพร,FRTU-RCS,ใช้งาน
S1-RCS-0936,S1 FRTU,CPA01S-09,ระบบจำหน่าย,เพื่อนใจรีสอร์ท,กฟส.เมืองชุมพร,FRTU-RCS,ใช้งาน
S1-RCS-0937,S1 FRTU,CPA01S-07,ระบบจำหน่าย,วังไผ่-เมืองชุมพร -ชุมพร,กฟส.เมืองชุมพร,FRTU-RCS,ใช้งาน
S1-RCS-0938,S1 FRTU,CPA08S-12,ระบบจำหน่าย,หน้าค่ายเขตรอุดมศักดิ์,กฟส.เมืองชุมพร,FRTU-RCS,ใช้งาน
S1-RCS-0939,S1 FRTU,CPA02S-07,ระบบจำหน่าย,สนามกอล์ฟเขตรอุดมศักดิ์,กฟส.เมืองชุมพร,FRTU-RCS,ใช้งาน
S1-RCS-0940,S1 FRTU,CPA04S-06,ระบบจำหน่าย,ทุ่งคา-เมืองชุมพร -ชุมพร,กฟส.เมืองชุมพร,FRTU-RCS,ใช้งาน
S1-RCS-0941,S1 FRTU,CPA05S-06,ระบบจำหน่าย,ตรงข้ามวัดเขาดิน,กฟส.เมืองชุมพร,FRTU-RCS,ใช้งาน
S1-RCS-0942,S1 FRTU,CPA09S-22,ระบบจำหน่าย,ทุ่งคาคอนกรีต,กฟส.เมืองชุมพร,FRTU-RCS,ใช้งาน
S1-RCS-0943,S1 FRTU,CPB07S-08,ระบบจำหน่าย,จุดแบ่งเขตบ้านบางเจริญ,กฟส.ปากน้ำชุมพร,FRTU-RCS,ใช้งาน
S1-RCS-0944,S1 FRTU,CPB10S-25,ระบบจำหน่าย,บางหมาก-เมืองชุมพร -ชุมพร,กฟส.เมืองชุมพร,FRTU-RCS,ใช้งาน
S1-RCS-0945,S1 FRTU,CPB07S-03,ระบบจำหน่าย,สะพานท่ายาง,กฟส.เมืองชุมพร,FRTU-RCS,ใช้งาน
S1-RCS-0946,S1 FRTU,CPA01S-12,ระบบจำหน่าย,ตรงข้าม7-11 ทางตัน,กฟส.เมืองชุมพร,FRTU-RCS,ใช้งาน
S1-RCS-0947,S1 FRTU,CPB07S-16,ระบบจำหน่าย,หาดทรายรี-เมืองชุมพร -ชุมพร,กฟส.ปากน้ำชุมพร,FRTU-RCS,ใช้งาน
S1-RCS-0948,S1 FRTU,CPA09S-26,ระบบจำหน่าย,หน้าศูนย์ไปรษณีย์ขุนกระทิง,กฟส.เมืองชุมพร,FRTU-RCS,ใช้งาน
S1-RCS-0949,S1 FRTU,LSA02S-09,ระบบจำหน่าย,หน้า สนง.ไฟฟ้าสวี(เก่า),กฟส.สวี,FRTU-RCS,ใช้งาน
S1-RCS-0950,S1 FRTU,LSA04S-06,ระบบจำหน่าย,เกรียงศักดิ์ค้าไม้,กฟส.หลังสวน,FRTU-RCS,ใช้งาน
S1-RCS-0951,S1 FRTU,LSA10S-03,ระบบจำหน่าย,ร้านแสงเพชร,กฟส.หลังสวน,FRTU-RCS,ใช้งาน
S1-RCS-0952,S1 FRTU,LSA09S-03,ระบบจำหน่าย,รพ.หลังสวน,กฟส.หลังสวน,FRTU-RCS,ใช้งาน
S1-RCS-0953,S1 FRTU,LSA03S-03,ระบบจำหน่าย,แยกวังตะกอ,กฟส.หลังสวน,FRTU-RCS,ใช้งาน
S1-RCS-0954,S1 FRTU,LSA05S-33,ระบบจำหน่าย,UGซ.วัดวารีวงLSA05,กฟส.หลังสวน,FRTU-RCS,ใช้งาน
S1-RCS-0955,S1 FRTU,RNA04S-12,ระบบจำหน่าย,บ้านปากเลข,กฟส.พะโต๊ะ,FRTU-RCS,ใช้งาน
S1-RCS-0956,S1 FRTU,RNB08S-08,ระบบจำหน่าย,ปากทางเข้าบ่อน้ำร้อน ฝั่งศาลพ่อตาขิง,กฟส.เมืองระนอง,FRTU-RCS,ใช้งาน
S1-RCS-0957,S1 FRTU,RNB08S-06,ระบบจำหน่าย,ข้างแทคทู,กฟส.เมืองระนอง,FRTU-RCS,ใช้งาน
S1-RCS-0958,S1 FRTU,PBA10S-25,ระบบจำหน่าย,สหศิลป์เฟอร์นิเจอร์,กฟส.ท่ายาง,FRTU-RCS,ใช้งาน
S1-RCS-0959,S1 FRTU,RNB07S-10,ระบบจำหน่าย,หน้าสนามกีฬา,กฟส.เมืองระนอง,FRTU-RCS,ใช้งาน
S1-RCS-0960,S1 FRTU,RNB05S-09,ระบบจำหน่าย,บางนอนใน,กฟส.เมืองระนอง,FRTU-RCS,ใช้งาน
S1-RCS-0961,S1 FRTU,RNB06S-12,ระบบจำหน่าย,แยกระนองธานี,กฟส.เมืองระนอง,FRTU-RCS,ใช้งาน
S1-RCS-0962,S1 FRTU,RNA06S-14,ระบบจำหน่าย,ราชกรูด-เมืองระนอง -ระนอง,กฟส.เมืองระนอง,FRTU-RCS,ใช้งาน
S1-RCS-0963,S1 FRTU,RNB10S-06,ระบบจำหน่าย,หมู่บ้านพรเทพ,กฟส.เมืองระนอง,FRTU-RCS,ใช้งาน
S1-RCS-0964,S1 FRTU,RNB07S-14,ระบบจำหน่าย,ต้น UG ตรงข้ามระนองการ์เด้น,กฟส.เมืองระนอง,FRTU-RCS,ใช้งาน
S1-RCS-0965,S1 FRTU,RNA05S-24,ระบบจำหน่าย,คลองบางกล้วย,กฟส.สุขสำราญ,FRTU-RCS,ใช้งาน
S1-RCS-0966,S1 FRTU,RNA03S-25,ระบบจำหน่าย,บ้านท่ากลาง,กฟส.สุขสำราญ,FRTU-RCS,ใช้งาน
S1-RCS-0967,S1 FRTU,RNA05S-22,ระบบจำหน่าย,ตรงข้ามโรงเรียนไทยรัฐวิทยา,กฟส.สุขสำราญ,FRTU-RCS,ใช้งาน
S1-RCS-0968,S1 FRTU,RNB04S-13,ระบบจำหน่าย,สำนักสงฆ์ช่องเขา,กฟส.ละอุ่น,FRTU-RCS,ใช้งาน
S1-RCS-0969,S1 FRTU,CBN02S-12,ระบบจำหน่าย,หินกอง-เมืองราชบุรี -ราชบุรี,กฟส.เมืองราชบุรี,FRTU-RCS,ใช้งาน
S1-RCS-0970,S1 FRTU,SSA04S-03,ระบบจำหน่าย,-,กฟส.เมืองสมุทรสงคราม,FRTU-RCS,ใช้งาน
S1-RCS-0971,S1 FRTU,XPA04S-06,ระบบจำหน่าย,แยกชัฎป่าหวาย,กฟส.สวนผึ้ง,FRTU-RCS,ใช้งาน
S1-RCS-0972,S1 FRTU,XPA05S-11,ระบบจำหน่าย,คาร์แคร์,กฟส.สวนผึ้ง,FRTU-RCS,ใช้งาน
S1-RCS-0973,S1 FRTU,PTH04S-12,ระบบจำหน่าย,บ้านสวนอุดมสุข,กฟส.ปากท่อ,FRTU-RCS,ใช้งาน
S1-RCS-0974,S1 FRTU,PTH09S-08,ระบบจำหน่าย,สามแยกหัวป่า (ฝั่งขวา),กฟส.ปากท่อ,FRTU-RCS,ใช้งาน
S1-RCS-0975,S1 FRTU,PTH04S-24,ระบบจำหน่าย,จุดแบ่งเขตวัดคิรีวงศ์,กฟส.ปากท่อ,FRTU-RCS,ใช้งาน
S1-RCS-0976,S1 FRTU,PBA02S-25,ระบบจำหน่าย,คลองสุเอช,กฟส.เมืองเพชรบุรี,FRTU-RCS,ใช้งาน
S1-RCS-0977,S1 FRTU,PBA07S-31,ระบบจำหน่าย,โค้งท่าแร้ง,กฟส.บ้านแหลม,FRTU-RCS,ใช้งาน
S1-RCS-0978,S1 FRTU,PBA05S-06,ระบบจำหน่าย,โรงแรมตะวันนา,กฟส.เมืองเพชรบุรี,FRTU-RCS,ใช้งาน
S1-RCS-0979,S1 FRTU,KHZ04S-16,ระบบจำหน่าย,โค้งบ้านกล้วย,กฟส.เขาย้อย,FRTU-RCS,ใช้งาน
S1-RCS-0980,S1 FRTU,XPA10S-08,ระบบจำหน่าย,สามแยกทุ่งกระถิน,กฟส.ด่านทับตะโก,FRTU-RCS,ใช้งาน
S1-RCS-0981,S1 FRTU,DNA06S-13,ระบบจำหน่าย,ก่อนถึงแยกดอนข่อย,กฟส.ดอนไผ่,FRTU-RCS,ใช้งาน
S1-RCS-0982,S1 FRTU,DNA05S-25,ระบบจำหน่าย,หน้าอู่ยิ้มเสมอ,กฟส.ดอนไผ่,FRTU-RCS,ใช้งาน
S1-RCS-0983,S1 FRTU,DNA08S-09,ระบบจำหน่าย,หนัาโรงงาน VKK,กฟส.ดอนไผ่,FRTU-RCS,ใช้งาน
S1-RCS-0984,S1 FRTU,DNA05S-32,ระบบจำหน่าย,บ้านใช่ฮวด,กฟส.ดำเนินสะดวก,FRTU-RCS,ใช้งาน
S1-RCS-0985,S1 FRTU,DNA05S-31,ระบบจำหน่าย,ปากทางบิ๊กช๊อป,กฟส.ดำเนินสะดวก,FRTU-RCS,ใช้งาน
S1-RCS-0986,S1 FRTU,DNA04S-05,ระบบจำหน่าย,ประปาดำเนินสะดวก,กฟส.ดำเนินสะดวก,FRTU-RCS,ใช้งาน
S1-RCS-0987,S1 FRTU,DNA01S-19,ระบบจำหน่าย,วงเวียนโพหัก,กฟส.บางแพ,FRTU-RCS,ใช้งาน
S1-RCS-0988,S1 FRTU,DNA01S-04,ระบบจำหน่าย,ตรงข้ามโรงเรียนวัดหัวโพ,กฟส.บางแพ,FRTU-RCS,ใช้งาน
S1-RCS-0989,S1 FRTU,DNA06S-21,ระบบจำหน่าย,ตรงข้ามคลังพัสดุ,กฟส.บางแพ,FRTU-RCS,ใช้งาน
S1-RCS-0990,S1 FRTU,DNA02S-23,ระบบจำหน่าย,ก่อนถึงคลังพัสดุ,กฟส.บางแพ,FRTU-RCS,ใช้งาน
S1-RCS-0991,S1 FRTU,DNA02S-22,ระบบจำหน่าย,สามแยกวัดแก้ว(จุดที่2),กฟส.บางแพ,FRTU-RCS,ใช้งาน
S1-RCS-0992,S1 FRTU,PBA01S-15,ระบบจำหน่าย,ตึกแถวบ้านตาน้อง,กฟส.บ้านแหลม,FRTU-RCS,ใช้งาน
S1-RCS-0993,S1 FRTU,PBA05S-08,ระบบจำหน่าย,บ้านตึกรังนกทุ่งเฟื้อ,กฟส.บ้านแหลม,FRTU-RCS,ใช้งาน
S1-RCS-0994,S1 FRTU,PBA11S-30,ระบบจำหน่าย,ซอยไร่มะโหรง,กฟส.บ้านลาด,FRTU-RCS,ใช้งาน
S1-RCS-0995,S1 FRTU,PBA11S-07,ระบบจำหน่าย,PBA11S-07,กฟส.บ้านลาด,FRTU-RCS,ใช้งาน
S1-RCS-0996,S1 FRTU,PBA02S-31,ระบบจำหน่าย,บ้านวัดตึก,กฟส.บ้านลาด,FRTU-RCS,ใช้งาน
S1-RCS-0997,S1 FRTU,PBA02S-29,ระบบจำหน่าย,แยกวัดโพธิ์ลอย,กฟส.บ้านลาด,FRTU-RCS,ใช้งาน
S1-RCS-0998,S1 FRTU,SSA09S-15,ระบบจำหน่าย,ตรงข้ามวัดแก้วฟ้า จุดที่2,กฟส.เมืองสมุทรสงคราม,FRTU-RCS,ใช้งาน
S1-RCS-0999,S1 FRTU,SSA09S-21,ระบบจำหน่าย,วัดบางประจันต์,กฟส.เมืองสมุทรสงคราม,FRTU-RCS,ใช้งาน
S1-RCS-1000,S1 FRTU,RBB09S-29,ระบบจำหน่าย,วัดท่าสุวรรณ,กฟส.เมืองราชบุรี,FRTU-RCS,ใช้งาน
S1-RCS-1001,S1 FRTU,PTH04S-04,ระบบจำหน่าย,หน้าบุญสหก่อสร้าง,กฟส.ปากท่อ,FRTU-RCS,ใช้งาน
S1-RCS-1002,S1 FRTU,PTR03S-20,ระบบจำหน่าย,หน้า กฟอ.พธร.,กฟส.โพธาราม,FRTU-RCS,ใช้งาน
S1-RCS-1003,S1 FRTU,KHY05S-07,ระบบจำหน่าย,หน้าวัดหนองหญ้าปล้อง,กฟส.หนองหญ้าปล้อง,FRTU-RCS,ใช้งาน
S1-RCS-1004,S1 FRTU,KHY02S-16,ระบบจำหน่าย,หน้าวัดเขาชมพุ,กฟส.หนองหญ้าปล้อง,FRTU-RCS,ใช้งาน
S1-RCS-1005,S1 FRTU,CBN03S-17,ระบบจำหน่าย,ก่อนถึงสามเเยกต้นไม้เเดง,กฟส.ด่านทับตะโก,FRTU-RCS,ใช้งาน
S1-RCS-1006,S1 FRTU,CBN03S-23,ระบบจำหน่าย,โรงเรียนมหาราช7,กฟส.ด่านทับตะโก,FRTU-RCS,ใช้งาน
S1-RCS-1007,S1 FRTU,PBB05S-22,ระบบจำหน่าย,บ้านดอนแก,กฟส.บ้านแหลม,FRTU-RCS,ใช้งาน
S1-RCS-1008,S1 FRTU,PBB01S-14,ระบบจำหน่าย,โพพระ,กฟส.เมืองเพชรบุรี,FRTU-RCS,ใช้งาน
S1-RCS-1009,S1 FRTU,DNA04S-20,ระบบจำหน่าย,สะพานคลองตาเมี้ย,กฟส.บางคนที,FRTU-RCS,ใช้งาน
S1-RCS-1010,S1 FRTU,PTH10S-10,ระบบจำหน่าย,หน้าปั๊ม ปตท.คลองโคน,กฟส.เมืองสมุทรสงคราม,FRTU-RCS,ใช้งาน
S1-RCS-1011,S1 FRTU,PTH10S-08,ระบบจำหน่าย,ปากทางเข้าวิทยาลัยการอาชีพอัมพวา,กฟส.เมืองสมุทรสงคราม,FRTU-RCS,ใช้งาน
S1-RCS-1012,S1 FRTU,PTH03S-08,ระบบจำหน่าย,ไลน์แยกข้างปั๊มบางจากแพรกหนามแดง,กฟส.เมืองสมุทรสงคราม,FRTU-RCS,ใช้งาน
S1-RCS-1013,S1 FRTU,HUC03S-12,ระบบจำหน่าย,ประปาสวนสน,กฟส.หัวหิน,FRTU-RCS,ใช้งาน
S1-RCS-1014,S1 FRTU,PNA06S-20,ระบบจำหน่าย,สามแยกปากน้ำปราณ-เขาเจ้าแม่,กฟส.ปากน้ำปราณ,FRTU-RCS,ใช้งาน
S1-RCS-1015,S1 FRTU,CPB10S-05,ระบบจำหน่าย,จุดแบ่งแดนบ้านบางผรา,กฟส.เมืองชุมพร,FRTU-RCS,ใช้งาน
S1-RCS-1016,S1 FRTU,CPB09S-07,ระบบจำหน่าย,จุดแบ่งแดนก่อนแยกบางผรา,กฟส.ปากน้ำชุมพร,FRTU-RCS,ใช้งาน
S1-RCS-1017,S1 FRTU,KUA07S-15,ระบบจำหน่าย,ตรงข้ามทิบโก้,กฟส.เมืองประจวบคีรีขันธ์,FRTU-RCS,ใช้งาน
